"","SYMBOL","B","adj.P.Val"
"120","Pcdhga7",1.78516021905154,0.00738126679414293
"121","Pcdhga8",1.78516021905154,0.00738126679414293
"122","Pcdhga9",1.78516021905154,0.00738126679414293
"123","Pcdhgb1",1.78516021905154,0.00738126679414293
"124","Pcdhgb2",1.78516021905154,0.00738126679414293
"125","Pcdhgb4",1.78516021905154,0.00738126679414293
"126","Pcdhgb5",1.78516021905154,0.00738126679414293
"127","Pcdhgb6",1.78516021905154,0.00738126679414293
"128","Pcdhgb7",1.78516021905154,0.00738126679414293
"129","Pcdhgb8",1.78516021905154,0.00738126679414293
"130","Pcdhgc3",1.78516021905154,0.00738126679414293
"131","Pcdhgc4",1.78516021905154,0.00738126679414293
"132","Pcdhgc5",1.78516021905154,0.00738126679414293
"133","Gnl3",1.7797495290395,0.00738126679414293
"134","Itm2b",1.77221785048485,0.00738126679414293
"135","Epcam",1.7516880857868,0.00738126679414293
"136","Ltbp4",1.73872083031351,0.00738126679414293
"137","Cdc5l",1.7303456829043,0.00738126679414293
"138","Wdtc1",1.72908422423229,0.00738126679414293
"139","Slc39a6",1.72194969356235,0.00738126679414293
"140","Mgst1",1.72102444119787,0.00738126679414293
"141","Ubr7",1.70702309769814,0.00738126679414293
"142","Osmr",1.70571868959004,0.00738126679414293
"143","Tnfrsf11b",1.7022119380956,0.00738126679414293
"144","Plscr2",1.690720284994,0.00738126679414293
"145","Shmt1",1.68913556962571,0.00738126679414293
"146","Polr2e",1.673139094867,0.00744039843138525
"147","Pdia5",1.66445463373143,0.00744958423166333
"148","Rhoj",1.63786159775536,0.00758402625291263
"149","Cd47",1.6263100775467,0.00761422147888263
"150","Odc1",1.58262436684395,0.00778083214111775
"151","Aard",1.57840721225107,0.00778083214111775
"152","Mbd2",1.55551475254465,0.00778083214111775
"153","Col6a1",1.54803476112602,0.00778083214111775
"154","Htra1",1.54411651935056,0.00778083214111775
"155","Eed",1.54102502002089,0.00778083214111775
"156","Plxnb2",1.53600290324496,0.00778083214111775
"157","Mcm2",1.5337838912085,0.00778083214111775
"158","Surf6",1.52730752672437,0.00778083214111775
"159","Pkp4",1.5218153475097,0.00778083214111775
"160","Hsd17b7",1.51962730497033,0.00778083214111775
"161","Mkrn1",1.51350429314836,0.00778083214111775
"162","Kank3",1.50560254302822,0.00778083214111775
"163","Fas",1.49919023793413,0.00778083214111775
"164","Fam136a",1.49335654485686,0.00778083214111775
"165","Il6st",1.49204289659295,0.00778083214111775
"166","Mtmr10",1.48605798193067,0.00778083214111775
"167","Fosl1",1.46496303484689,0.0078857599765281
"168","Cyth3",1.45010254524588,0.0078857599765281
"169","Nasp",1.44663021376897,0.0078857599765281
"170","Dnmt3a",1.43470881422785,0.0078857599765281
"171","Frmd6",1.43402575045124,0.0078857599765281
"172","Nme3",1.42986734586876,0.0078857599765281
"173","Ccnf",1.41418471475957,0.0078857599765281
"174","Grb10",1.41068902941344,0.0078857599765281
"175","Gpn1",1.40195367713449,0.0078857599765281
"176","Kit",1.39848837757071,0.0078857599765281
"177","Nov",1.38735750718699,0.0078857599765281
"178","Col3a1",1.38253532788883,0.0078857599765281
"179","Rnf6",1.38239322939033,0.0078857599765281
"180","Fkbp4",1.37231936036926,0.0078857599765281
"181","Hat1",1.37186602747352,0.0078857599765281
"182","Ifit2",1.37094529911883,0.0078857599765281
"183","Serf2",1.36564399421219,0.0078857599765281
"184","Nhp2",1.33652317825264,0.008055602445143
"185","Il10rb",1.32647802129076,0.00808631295460811
"186","Adam10",1.30552892215326,0.00815673170115668
"187","Nfix",1.30531848131235,0.00815673170115668
"188","Maged2",1.28727794638881,0.00820547091305393
"189","Kctd10",1.28554668415073,0.00820547091305393
"190","Ap1s1",1.28147514594962,0.00820547091305393
"191","Snai2",1.24588576738656,0.00843317031468635
"192","Tmem9b",1.2289460485629,0.00852042563177638
"193","Dcps",1.2182660531298,0.00855956856699127
"194","Ifi205",1.19397930919029,0.00870682691157665
"195","Vcl",1.17970362190956,0.00871389394561443
"196","Jarid2",1.17376268363871,0.00871389394561443
"197","Uhrf1",1.1692716102031,0.00871389394561443
"198","Gbp2",1.16682582997063,0.00871389394561443
"199","Rrp1b",1.16526553134479,0.00871389394561443
"200","Ash2l",1.15056567624963,0.00878759439099324
"201","Nfatc2ip",1.12067931863768,0.00898585421134166
"202","Ccdc88a",1.11288818238942,0.00900519526966431
"203","Qdpr",1.10173986943591,0.00905247890876527
"204","Zfp68",1.08016089715358,0.0091411212434537
"205","Serpine2",1.07352586941,0.0091411212434537
"206","Mrps34",1.07262301678893,0.0091411212434537
"207","Usp48",1.06966673475175,0.0091411212434537
"208","Tulp4",1.03954295894244,0.00931216424847326
"209","Sod2",1.03504181732577,0.00931216424847326
"210","Cpeb2",1.0302077708836,0.00931216424847326
"211","Alpl",1.0283236087459,0.00931216424847326
"212","Cdca5",1.02111174737496,0.0093293171998389
"213","Col4a5",0.987385330507699,0.00946695617466048
"214","Nop10",0.986154102518084,0.00946695617466048
"215","Ctnnal1",0.985211746820568,0.00946695617466048
"216","Tmem30a",0.981010579470579,0.00946695617466048
"217","Hells",0.979411453823623,0.00946695617466048
"218","Synpo",0.972241068179919,0.00948519767775873
"219","Sh3bp5",0.956777391410057,0.00953602207819044
"220","G3bp2",0.955236733779767,0.00953602207819044
"221","Csrp2",0.948900499020164,0.00953602207819044
"222","Plaur",0.946199113636569,0.00953602207819044
"223","Edem1",0.937605890053023,0.00953602207819044
"224","Zmynd11",0.936500755823282,0.00953602207819044
"225","Pgrmc1",0.919454587934627,0.00954671782618481
"226","Mycn",0.918547724269544,0.00954671782618481
"227","Ak3",0.916618451925858,0.00954671782618481
"228","Slc27a2",0.915786370518447,0.00954671782618481
"229","Wisp1",0.894377103475225,0.00969163500293902
"230","Tcea3",0.888320637751333,0.00970269825337975
"231","Mcl1",0.879739943848463,0.00973623013241401
"232","Fzd1",0.841897929067022,0.0100328372215447
"233","Upp1",0.830548394290796,0.0100541724545107
"234","Impdh2",0.827946045194306,0.0100541724545107
"235","Pmp22",0.825125021562432,0.0100541724545107
"236","Mbnl1",0.820698040503066,0.0100541724545107
"237","Rfc5",0.808177723036094,0.0101259887388778
"238","Parp8",0.802273581787849,0.0101269013771262
"239","Pou2f1",0.798802664931678,0.0101269013771262
"240","Meg3",0.787278369341918,0.0101905235541489
"241","Acvr1",0.77330313684933,0.0101922015785866
"242","Serpina3g",0.769233832194892,0.0101922015785866
"243","Ctsc",0.76886442598188,0.0101922015785866
"244","Dkk3",0.768841208884616,0.0101922015785866
"245","Tcof1",0.763129289410816,0.0102032200240317
"246","Ptpn9",0.750282182329549,0.0102805824697901
"247","Lgals9",0.73715617011049,0.0103599208307952
"248","Ifi204",0.725364087840195,0.0103599208307952
"249","Rasa3",0.723261594395717,0.0103599208307952
"250","Tpbg",0.713059316375983,0.0103599208307952
"251","Dtymk",0.712635838317665,0.0103599208307952
"252","Zcchc10",0.71235347240457,0.0103599208307952
"253","Camk2d",0.710762298222443,0.0103599208307952
"254","Sec23a",0.699824311112565,0.010388399399088
"255","Emb",0.699015280537106,0.010388399399088
"256","Tdg",0.677217462602607,0.0105536709185258
"257","Rnf138",0.669079903883994,0.0105901717501727
"258","Tm9sf2",0.655228296358755,0.010608119053121
"259","Shisa5",0.647682579925784,0.010608119053121
"260","Arfgap3",0.639934507970934,0.010608119053121
"261","Ctbp2",0.633478930681415,0.010608119053121
"262","Mcm3",0.626764171862476,0.010608119053121
"263","Phlda2",0.625565463250882,0.010608119053121
"264","Pign",0.625034262231875,0.010608119053121
"265","Arhgap1",0.624991357967579,0.010608119053121
"266","Ghr",0.621101653725095,0.010608119053121
"267","Kcnab1",0.61990698456558,0.010608119053121
"268","Marcks",0.61723646810083,0.010608119053121
"269","Nsun2",0.615122498547673,0.010608119053121
"270","Eif2s2",0.607979060628781,0.010608119053121
"271","Sel1l",0.606066379421283,0.010608119053121
"272","Mdn1",0.601679194591747,0.010608119053121
"273","Lrrc8c",0.589711809957981,0.010608119053121
"274","Col11a1",0.589196162459654,0.010608119053121
"275","Cast",0.585577637465234,0.010608119053121
"276","Man1a",0.585530698369587,0.010608119053121
"277","Cdt1",0.580248994987278,0.010608119053121
"278","Arid3b",0.580168673404317,0.010608119053121
"279","Slc4a5",0.575573969593804,0.0106139746178162
"280","Tirap",0.568220342859225,0.0106464102376911
"281","Col18a1",0.56309394714309,0.0106576551343517
"282","Nptn",0.544025505082871,0.0107653326913774
"283","Tmem123",0.541311221611196,0.0107653326913774
"284","Celf2",0.539883306785917,0.0107653326913774
"285","Ifit3",0.536251256987357,0.0107653326913774
"286","Npl",0.522976942522158,0.0108567248270295
"287","Mapkapk2",0.51594639481446,0.0108876103776416
"288","F2r",0.510211479946268,0.0109059772495979
"289","Tm2d2",0.489761415567813,0.0110218901949287
"290","Rcn1",0.488728367907115,0.0110218901949287
"291","Rbm38",0.485313679965721,0.0110218901949287
"292","Tax1bp3",0.483142294927209,0.0110218901949287
"293","Elavl2",0.466473338344406,0.0111502537839246
"294","Klc1",0.457199044668092,0.0112054187973933
"295","Ptcd3",0.446449463217633,0.0112277605646151
"296","St3gal1",0.445258812224044,0.0112277605646151
"297","Spint1",0.437996904734862,0.0112277605646151
"298","Stbd1",0.436209966550857,0.0112277605646151
"299","Ppdpf",0.431451089735246,0.0112277605646151
"300","Col5a1",0.429470923040584,0.0112277605646151
"301","Atp11a",0.428815447074338,0.0112277605646151
"302","Pafah1b2",0.417969794290854,0.0112483104823231
"303","Dlk1",0.415777183888109,0.0112483104823231
"304","Kctd12",0.415747462254272,0.0112483104823231
"305","Dnajc7",0.406498783549616,0.0112751726886797
"306","Zic1",0.404228965363384,0.0112751726886797
"307","Cdh11",0.399778802875553,0.0112751726886797
"308","Lrp1",0.398545614799612,0.0112751726886797
"309","Lsp1",0.378399919826452,0.0114439142135071
"310","Brca1",0.368898554596086,0.011480934235302
"311","Vnn1",0.362899826030486,0.011480934235302
"312","Ifnar2",0.362078557682824,0.011480934235302
"313","Tcf7",0.360479754937567,0.011480934235302
"314","Uba2",0.35515787155798,0.0114991808203915
"315","Exo1",0.343782242993306,0.0115697499240932
"316","Litaf",0.341268430816448,0.0115697499240932
"317","Rimklb",0.320963832473441,0.0117192883055607
"318","Ezr",0.319335617425948,0.0117192883055607
"319","Ggta1",0.316426138508658,0.0117192883055607
"320","Igf1r",0.307617125620824,0.0117753472614476
"321","Itgav",0.276500714421609,0.0120708155030652
"322","Icam1",0.267937410322057,0.0121056097728244
"323","Ube2w",0.266360559155454,0.0121056097728244
"324","Smarcad1",0.262363024840153,0.0121115639370112
"325","Stk39",0.257079830382707,0.0121316032496314
"326","Pik3c2a",0.246515202802531,0.0121911138384457
"327","Mcm7",0.244772374363612,0.0121911138384457
"328","Xrcc5",0.233082181937363,0.0122819047882025
"329","Igfbp5",0.222389411617809,0.0123249507145488
"330","Tmem119",0.222389411617809,0.0123249507145488
"331","Vcam1",0.216160786395542,0.0123523934161455
"332","Mpdu1",0.211638640068024,0.0123523934161455
"333","Cenpv",0.209800480480173,0.0123523934161455
"334","Apoc1",0.201951449547527,0.0124022672162805
"335","Psmb8",0.193293711293501,0.0124614608965584
"336","Pon2",0.179046911593933,0.0125777967037444
"337","Mdfic",0.176198089895519,0.0125777967037444
"338","Casp8",0.165749665390631,0.0125777967037444
"339","Phf5a",0.165127263869392,0.0125777967037444
"340","Tgfb3",0.163802357454649,0.0125777967037444
"341","Rangrf",0.160450051085578,0.0125777967037444
"342","Gart",0.159803177276721,0.0125777967037444
"343","Mfap2",0.155566593470215,0.0125887525942424
"344","Mmp14",0.150388857228712,0.012610434532921
"345","Asap1",0.134242677675006,0.0126178872067896
"346","H2-T10",0.134193367855889,0.0126178872067896
"347","Gng12",0.133002255842906,0.0126178872067896
"348","Etaa1",0.128828543392711,0.0126178872067896
"349","Phlda3",0.127588994370049,0.0126178872067896
"350","Fads1",0.127095478716754,0.0126178872067896
"351","Nop58",0.124729511754126,0.0126178872067896
"352","Kdm6a",0.120897306027159,0.0126178872067896
"353","Tbx15",0.120851260794205,0.0126178872067896
"354","Slc2a1",0.105756650659445,0.0127461503271376
"355","Arl6",0.103219026599113,0.0127461503271376
"356","AI506816",0.0968902039753754,0.0127824531022421
"357","Nipsnap1",0.092916566212236,0.0127919988174341
"358","Adam12",0.0824469813126765,0.0128006901014002
"359","Tcf12",0.0823038741870183,0.0128006901014002
"360","Nop56",0.0814736760223607,0.0128006901014002
"361","Dok1",0.0796884983778465,0.0128006901014002
"362","Asah1",0.0712393532525688,0.0128064556241598
"363","Eif4a3",0.0699221504202194,0.0128064556241598
"364","Gm8994",0.0699221504202194,0.0128064556241598
"365","Sc5d",0.062795722982468,0.0128392086337371
"366","Ets1",0.0609295098582558,0.0128392086337371
"367","Serinc1",0.053897869226903,0.0128849017205032
"368","Smc3",0.0465228174503434,0.0129348112051386
"369","Kif11",0.0431453240173996,0.0129387269607034
"370","Sspn",0.0364551637112394,0.0129643694057172
"371","Zfp362",0.0321869777514943,0.0129643694057172
"372","Gadd45g",0.0266235360313409,0.0129643694057172
"373","Serbp1",0.0216109985474482,0.0129643694057172
"374","Sdcbp",0.0181828514473601,0.0129643694057172
"375","Lxn",0.0163175726962166,0.0129643694057172
"376","Cdipt",0.0114004892959505,0.0129643694057172
"377","Mecp2",0.0112027652518139,0.0129643694057172
"378","Rsl24d1",0.00815341629485555,0.0129643694057172
"379","Tm9sf3",0.00683580986865628,0.0129643694057172
"380","Golim4",0.00526468052065354,0.0129643694057172
"381","Ggcx",0.00356373225773154,0.0129643694057172
"382","Alg5",-0.0133107875769412,0.0129643694057172
"383","Cradd",-0.0159787716866315,0.0129643694057172
"384","Cdca7l",-0.0164443917903832,0.0129643694057172
"385","Acadm",-0.0189315415245046,0.0129643694057172
"386","Adh5",-0.0208019878698202,0.0129643694057172
"387","Ahcy",-0.0209112252635055,0.0129643694057172
"388","Mrpl45",-0.0270173611532929,0.0129643694057172
"389","Ifngr2",-0.0291248442912009,0.0129643694057172
"390","Pias2",-0.0302023945722656,0.0129643694057172
"391","Nr2f1",-0.0329652495882291,0.0129643694057172
"392","Rnaset2a",-0.033783126509797,0.0129643694057172
"393","Rnaset2b",-0.033783126509797,0.0129643694057172
"394","Prkar1a",-0.0349785845179884,0.0129643694057172
"395","Atf5",-0.0353602437506266,0.0129643694057172
"396","Sema3c",-0.0392727714450416,0.0129669229945523
"397","Zfp275",-0.0412431950370138,0.0129669229945523
"398","Cdkn2b",-0.0461810723259974,0.0129914329926148
"399","Praf2",-0.0568754881223095,0.0129935649915947
"400","Csf1",-0.0581258816352488,0.0129935649915947
"401","Mrpl18",-0.0607157059919619,0.0129935649915947
"402","Hivep2",-0.0627297220559901,0.0129935649915947
"403","Gcsh",-0.0629228163455222,0.0129935649915947
"404","Ssbp2",-0.0631439805018035,0.0129935649915947
"405","Pcna",-0.080895717883565,0.0131682486575488
"406","Twist1",-0.0842288232968089,0.0131749013204932
"407","Asxl1",-0.0970048266274448,0.0132930449777047
"408","H1f0",-0.111471450069565,0.0133050204834544
"409","Dnttip2",-0.116267686318476,0.0133050204834544
"410","Col8a1",-0.11644350381067,0.0133050204834544
"411","Gpr137b-ps",-0.120516763688219,0.0133050204834544
"412","H2afv",-0.121279644721867,0.0133050204834544
"413","Serpinb9",-0.121729114840028,0.0133050204834544
"414","Klf5",-0.122010706493455,0.0133050204834544
"415","Gba",-0.126223728875076,0.0133050204834544
"416","Slc33a1",-0.128417253593895,0.0133050204834544
"417","Rad1",-0.128504372135136,0.0133050204834544
"418","Ctla2b",-0.129818912801666,0.0133050204834544
"419","Ddt",-0.13062715106119,0.0133050204834544
"420","Bag2",-0.135255092110922,0.0133281742176018
"421","Irgm2",-0.143713242158233,0.0133624425239095
"422","Hoxa5",-0.145241900645384,0.0133624425239095
"423","Dus1l",-0.146128989552407,0.0133624425239095
"424","Cmtm3",-0.149201652529129,0.0133634513337667
"425","Krr1",-0.15151021856107,0.0133634513337667
"426","Igf2r",-0.175520401696282,0.0136201775495787
"427","Pttg1ip",-0.191262193155911,0.0137481320611215
"428","Eid1",-0.191286311111647,0.0137481320611215
"429","Egfr",-0.194247625645465,0.0137522852912058
"430","Pdk1",-0.201973847070473,0.0138028556695851
"431","Shox2",-0.203597849331146,0.0138028556695851
"432","Ralb",-0.220107254401762,0.0139633078555427
"433","Ezh2",-0.22178902904017,0.0139633078555427
"434","Mllt11",-0.225335069897671,0.0139751557263848
"435","Lsm3",-0.233538969024321,0.0140451648646558
"436","St5",-0.237880336101982,0.0140618473577791
"437","Srpk2",-0.24003009684069,0.0140618473577791
"438","Plat",-0.245666281230577,0.0140782055989691
"439","Lgals8",-0.246470738118661,0.0140782055989691
"440","H2-T22",-0.271312303214163,0.0143004928538201
"441","Fez2",-0.273343816857486,0.0143004928538201
"442","Plagl1",-0.276484683235317,0.0143004928538201
"443","Usp7",-0.278817602930147,0.0143004928538201
"444","Rnase4",-0.281082129074189,0.0143004928538201
"445","Tgfb1i1",-0.2817155038443,0.0143004928538201
"446","Fbn2",-0.282819266330953,0.0143004928538201
"447","Anxa4",-0.286614611102219,0.0143004928538201
"448","Mef2a",-0.286910578895555,0.0143004928538201
"449","Serpinf1",-0.299849462176708,0.0144337039724432
"450","Rest",-0.312240200901329,0.014561106457816
"451","Rcc1",-0.318691288601257,0.0146115969156233
"452","Ppan",-0.321125492068052,0.0146115969156233
"453","Il1r1",-0.32554736917517,0.0146367405923112
"454","Atp6v0a2",-0.32951179804943,0.014656037659055
"455","Gm7367",-0.344459344702363,0.0147164947490018
"456","Col6a2",-0.344474324322809,0.0147164947490018
"457","Wdr1",-0.349925307327207,0.0147164947490018
"458","Arid1a",-0.350428832458873,0.0147164947490018
"459","Wipf1",-0.356064942135977,0.0147164947490018
"460","Fzd2",-0.358013044472067,0.0147164947490018
"461","Acadl",-0.358867254733561,0.0147164947490018
"462","Rspo2",-0.359619305401603,0.0147164947490018
"463","Cbx4",-0.359975702768228,0.0147164947490018
"464","Epha3",-0.361074246805636,0.0147164947490018
"465","Sp1",-0.365616762106586,0.0147164947490018
"466","Zswim1",-0.366135916293896,0.0147164947490018
"467","Pes1",-0.367187727288383,0.0147164947490018
"468","Actg2",-0.371536381881601,0.0147164947490018
"469","Ubl3",-0.372420740319397,0.0147164947490018
"470","Stat4",-0.374806088310155,0.0147164947490018
"471","Spsb1",-0.377999244028425,0.0147164947490018
"472","Syce2",-0.379950155312457,0.0147164947490018
"473","Dusp9",-0.380301717922115,0.0147164947490018
"474","Klf4",-0.38334864530145,0.0147252342254757
"475","Jak1",-0.392935777670123,0.0148097586143616
"476","Hp1bp3",-0.399423240529342,0.0148097586143616
"477","Tnfaip1",-0.400294931118415,0.0148097586143616
"478","Tspo",-0.400876310567634,0.0148097586143616
"479","Pim3",-0.402699970520971,0.0148097586143616
"480","Tmeff2",-0.403962810137866,0.0148097586143616
"481","Rmnd5a",-0.407881203739016,0.0148304671250191
"482","St7",-0.415400209571054,0.0148987141753798
"483","Chst2",-0.417727990618142,0.0148987141753798
"484","Ctsk",-0.427290206126079,0.014922536365211
"485","Maged1",-0.428122960382969,0.014922536365211
"486","Slc35a2",-0.428880738542285,0.014922536365211
"487","Baz2a",-0.429450018923804,0.014922536365211
"488","Smagp",-0.431131688475703,0.014922536365211
"489","Tgds",-0.438790120840766,0.0149935770361601
"490","Smoc2",-0.477078830852654,0.0154800080083744
"491","Hgsnat",-0.480783312690572,0.0154993264930656
"492","Cttn",-0.492948598947122,0.0156297080196114
"493","Tcf15",-0.496780375916562,0.0156297080196114
"494","Cpne3",-0.499081866998662,0.0156297080196114
"495","Srrt",-0.501132030742614,0.0156297080196114
"496","Gnb5",-0.501652398239369,0.0156297080196114
"497","Ttc27",-0.506988029991071,0.0156722376918694
"498","Eps8",-0.515058075110446,0.0157460978168649
"499","Me1",-0.5186998427837,0.0157460978168649
"500","Ggh",-0.519430432401792,0.0157460978168649
"501","1810009A15Rik",-0.521479033686679,0.0157460978168649
"502","Mtf2",-0.525671434098771,0.0157460978168649
"503","Lamb2",-0.525824922120848,0.0157460978168649
"504","Cxcl14",-0.5351365540732,0.0157976765335993
"505","Fam189b",-0.535960491598509,0.0157976765335993
"506","Ttk",-0.53622150419052,0.0157976765335993
"507","Lamp2",-0.543035145858894,0.0158579458456966
"508","Hmgb2",-0.544967328446829,0.0158579458456966
"509","Lox",-0.552391958013598,0.0159234712574354
"510","Copa",-0.55405264174762,0.0159234712574354
"511","Nit2",-0.55836682087698,0.0159531923469854
"512","Cebpb",-0.562113694824321,0.0159583367966518
"513","Polr2h",-0.564071698479062,0.0159583367966518
"514","Rnps1",-0.565335690133638,0.0159583367966518
"515","Zfp808",-0.572832087493785,0.0160335093271891
"516","Prps1",-0.57804247605355,0.0160551184308481
"517","Fkbp5",-0.578726139801738,0.0160551184308481
"518","Mrps5",-0.582090855728316,0.0160719694339048
"519","Cdca8",-0.58631330878302,0.0161011283159277
"520","Glo1",-0.596726203342085,0.0162191071716874
"521","Txndc5",-0.599033077797304,0.0162210937687233
"522","Il1rl1",-0.609064050975636,0.0163197155715358
"523","Pdia3",-0.610200579301745,0.0163197155715358
"524","Ddit3",-0.61387873086233,0.0163274985509665
"525","Plekhb2",-0.615097440281969,0.0163274985509665
"526","Tipin",-0.617196131034401,0.0163274985509665
"527","9530068E07Rik",-0.630593167511226,0.0164910378454746
